ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,label
1537524688,CAsYrZXME6i1xn3fi,169.254.15.115,5353,224.0.0.251,5353,udp,dns,NA,NA,NA,S0,NA,NA,0,D,1,77,0,0,NA,-
1537524688,CfOhxf3lzYHLZJHPpk,fe80::80e6:50ff:fe12:1464,5353,ff02::fb,5353,udp,dns,NA,NA,NA,S0,NA,NA,0,D,1,97,0,0,NA,-
1537524744,CLR8YxXUdo3ZfjFc5,192.168.2.3,38511,192.168.2.1,53,udp,dns,0.013883,46,62,SF,NA,NA,0,Dd,1,74,1,90,NA,-
1537524752,CzxWPv4aEAEMEuW5Ni,192.168.2.3,40640,93.184.216.34,80,tcp,NA,0.239358,0,0,SF,NA,NA,0,ShAFf,4,216,2,112,NA,-
1537524752,CATezZ1KjapWcoUByh,192.168.2.3,40641,93.184.216.34,80,tcp,NA,0.24465,0,0,SF,NA,NA,0,ShAFf,4,216,2,112,NA,-
1537524452,CekrDayyOl1C2IB52,192.168.2.3,52889,52.216.165.251,80,tcp,http,300.489266,146,775,SF,NA,NA,0,ShADadfF,11,606,5,987,NA,-
1537524752,C0lK0H1ffCEKbCEow6,192.168.2.3,40642,93.184.216.34,80,tcp,NA,0.287392,0,0,SF,NA,NA,0,ShAFf,4,216,2,112,NA,-
1537524752,CwE2613KaroY5cOlL6,192.168.2.3,31895,192.168.2.1,53,udp,dns,0.017694,43,111,SF,NA,NA,0,Dd,1,71,1,139,NA,-
1537524762,CeVF093SkLDnIn3AZi,192.168.2.3,52889,52.216.165.251,80,tcp,NA,NA,NA,NA,SH,NA,NA,0,F,1,40,0,0,NA,-
1537524763,CNFIEs1ZYuiZ3EiOOd,192.168.2.3,33102,176.32.98.203,80,tcp,http,0.228038,135,238,SF,NA,NA,0,ShADafF,4,315,4,406,NA,-
1537524763,CKa7wz3D02KLEFrNA5,192.168.2.3,27850,192.168.2.1,53,udp,dns,0.011085,40,56,SF,NA,NA,0,Dd,1,68,1,84,NA,-
1537524772,CN4WAFE9vT1L7k7rj,192.168.2.3,52889,52.216.165.251,80,tcp,NA,NA,NA,NA,SH,NA,NA,0,F,1,40,0,0,NA,-
1537524791,CLSZxn4ymX6lhzmWjd,192.168.2.3,52889,52.216.165.251,80,tcp,NA,NA,NA,NA,SH,NA,NA,0,F,1,40,0,0,NA,-
1537524744,CHUmEe3nh4c50t2T9j,192.168.2.3,50811,52.46.128.105,443,tcp,ssl,48.042781,12910,4865,RSTR,NA,NA,0,ShADadfr,25,13954,20,6121,NA,-
1537524752,CFwr0a4SAgf1n9WEpk,192.168.2.3,8,192.168.2.1,0,icmp,NA,0.016492,560,560,OTH,NA,NA,0,NA,10,840,10,840,NA,-
1537524753,CRjA5r3h4kUQ5zmZQh,192.168.2.3,49759,207.171.178.6,123,udp,NA,NA,NA,NA,S0,NA,NA,0,D,1,76,0,0,NA,-
1537524753,CBohwg3aoW5i0gUkoh,192.168.2.3,42404,207.171.178.6,123,udp,NA,0.190785,48,48,SF,NA,NA,0,Dd,1,76,1,76,NA,-
1537524695,CcjjXgRYg61oD2oz,0.0.0.0,68,255.255.255.255,67,udp,dhcp,60.042529,3000,0,S0,NA,NA,0,D,10,3280,0,0,NA,-
1537524829,Chi83t1XLXIKkLoXqj,192.168.2.3,52889,52.216.165.251,80,tcp,NA,NA,NA,NA,SH,NA,NA,0,F,1,40,0,0,NA,-
1537524824,CGqqbW1jy553nRDeac,0.0.0.0,68,255.255.255.255,67,udp,dhcp,59.470598,3000,0,S0,NA,NA,0,D,10,3280,0,0,NA,-
1537525022,C62uhb4M5SSDEI1Ssg,192.168.2.1,5353,224.0.0.251,5353,udp,dns,7.009107,804,0,S0,NA,NA,0,D,4,916,0,0,NA,-
1537525022,C0g7Ab2zKYkPqeYRmd,fe80::80e6:50ff:fe12:1464,5353,ff02::fb,5353,udp,dns,7.009115,804,0,S0,NA,NA,0,D,4,996,0,0,NA,-
1537525022,CcKz2U1c9tmXLnnx41,169.254.15.115,5353,224.0.0.251,5353,udp,dns,7.008969,804,0,S0,NA,NA,0,D,4,916,0,0,NA,-
1537525052,CvdxrX3MnS1sYIC3Vc,192.168.2.3,40643,93.184.216.34,80,tcp,NA,0.245414,0,0,SF,NA,NA,0,ShAFf,4,216,2,112,NA,-
1537525053,CTk8Re3dcgqRpOHYEe,192.168.2.3,40644,93.184.216.34,80,tcp,NA,0.254768,0,0,SF,NA,NA,0,ShAFf,4,216,2,112,NA,-
1537524752,CD6tSSCHNblMpaUIl,192.168.2.3,46657,52.216.160.251,80,tcp,http,300.479358,146,775,SF,NA,NA,0,ShADadfF,11,606,5,987,NA,-
1537525053,C11XNk1loWy6NOAnb,192.168.2.3,40645,93.184.216.34,80,tcp,NA,0.241876,0,0,SF,NA,NA,0,ShAFf,4,216,2,112,NA,-
1537525053,CP4VX71kdUmt6g1bBb,192.168.2.3,59614,192.168.2.1,53,udp,dns,0.032497,43,111,SF,NA,NA,0,Dd,1,71,1,139,NA,-
1537525053,CmVTRU3JZ6PC6IE5c4,192.168.2.3,32969,192.168.2.1,53,udp,dns,0.012627,36,68,SF,NA,NA,0,Dd,1,64,1,96,NA,-
1537525059,CKW7Mq4n4oONlYYV0l,192.168.2.3,46657,52.216.160.251,80,tcp,NA,NA,NA,NA,SH,NA,NA,0,F,1,40,0,0,NA,-
1537525063,C1NzA732uFzUxnWfy,192.168.2.3,36407,72.21.214.79,80,tcp,http,0.26011,135,238,SF,NA,NA,0,ShADafF,4,315,4,406,NA,-
1537525064,CkumKP3Z7QMnzXWbbc,192.168.2.3,46657,52.216.160.251,80,tcp,NA,NA,NA,NA,SH,NA,NA,0,F,1,40,0,0,NA,-
1537524952,CF3Idf1ta1GDb7sPza,0.0.0.0,68,255.255.255.255,67,udp,dhcp,60.077532,3000,0,S0,NA,NA,0,D,10,3280,0,0,NA,-
1537525063,CWXDlL17SduuRg2WXg,192.168.2.3,43636,192.168.2.1,53,udp,dns,0.013781,40,56,SF,NA,NA,0,Dd,1,68,1,84,NA,-
1537525075,CeZT6v2H9yA8QFoFp7,192.168.2.3,46657,52.216.160.251,80,tcp,NA,NA,NA,NA,SH,NA,NA,0,F,1,40,0,0,NA,-
1537525098,CmDLhs2JUxQIHl1AFg,192.168.2.3,46657,52.216.160.251,80,tcp,NA,NA,NA,NA,SH,NA,NA,0,F,1,40,0,0,NA,-
1537525052,CaiIDl14htBoGYDzo9,192.168.2.3,8,192.168.2.1,0,icmp,NA,0.014787,560,560,OTH,NA,NA,0,NA,10,840,10,840,NA,-
1537525053,CusbWu4rMd3zApq7yd,192.168.2.3,51751,207.171.178.6,123,udp,NA,NA,NA,NA,S0,NA,NA,0,D,1,76,0,0,NA,-
1537525053,C2WMQs2WmUtOWNzUa6,192.168.2.3,44043,207.171.178.6,123,udp,NA,0.194712,48,48,SF,NA,NA,0,Dd,1,76,1,76,NA,-
1537524842,CNvsJA2LZjtGhsGt1,192.168.2.3,37475,205.251.243.55,443,tcp,NA,0.125938,259,110,OTH,NA,NA,0,DadA,2,339,2,190,NA,-
1537525143,ChezcWeqiuP5oorg4,192.168.2.3,46657,52.216.160.251,80,tcp,NA,NA,NA,NA,SH,NA,NA,0,F,1,40,0,0,NA,-
1537523571,CX18Ca29rUiXGPj134,192.168.2.3,38721,54.239.27.11,443,tcp,ssl,1322.836876,8023,10166,S1,NA,NA,0,ShADad,45,9903,37,12698,NA,-
1537525080,CUAMnv16RU9ZuccOAj,0.0.0.0,68,255.255.255.255,67,udp,dhcp,58.590312,3000,0,S0,NA,NA,0,D,10,3280,0,0,NA,-
1537525244,CMlq273vb73hnf5dfb,192.168.2.3,27787,192.168.2.1,53,udp,dns,0.01328,46,62,SF,NA,NA,0,Dd,1,74,1,90,NA,-
1537525207,Cjh0Ov2YQK0ihaEWO4,0.0.0.0,68,255.255.255.255,67,udp,dhcp,60.31489,3000,0,S0,NA,NA,0,D,10,3280,0,0,NA,-
1537525353,CvN2064o73ShgSm8t3,192.168.2.3,40646,93.184.216.34,80,tcp,NA,0.241322,0,0,SF,NA,NA,0,ShAFf,4,216,2,112,NA,-
1537525353,Cl4zxh3KEntekCbHa,192.168.2.3,40647,93.184.216.34,80,tcp,NA,0.241889,0,0,SF,NA,NA,0,ShAFf,4,216,2,112,NA,-
1537525053,CRwuzk36JkyW0zJwoh,192.168.2.3,40681,52.216.128.75,80,tcp,http,300.505646,146,775,SF,NA,NA,0,ShADadfF,11,606,5,987,NA,-
1537525353,CKsnrZ3Zp2adhsCy37,192.168.2.3,40648,93.184.216.34,80,tcp,NA,0.243299,0,0,SF,NA,NA,0,ShAFf,4,216,2,112,NA,-
1537525353,Cv6b9w11gV3WOZTkb1,192.168.2.3,38372,192.168.2.1,53,udp,dns,0.012586,43,111,SF,NA,NA,0,Dd,1,71,1,139,NA,-
1537525359,CbwKjx3j2JjX3eYqd6,192.168.2.3,40681,52.216.128.75,80,tcp,NA,NA,NA,NA,SH,NA,NA,0,F,1,40,0,0,NA,-
1537525364,CFE413otrQfMqIXf8,192.168.2.3,53554,72.21.214.79,80,tcp,http,0.250264,135,238,SF,NA,NA,0,ShADafF,4,315,4,406,NA,-
1537525365,CEkTpe20hahjtm9rMd,192.168.2.3,40681,52.216.128.75,80,tcp,NA,NA,NA,NA,SH,NA,NA,0,F,1,40,0,0,NA,-
1537525364,CVfQ1m42ARJnmKSJi3,192.168.2.3,47096,192.168.2.1,53,udp,dns,0.014411,40,56,SF,NA,NA,0,Dd,1,68,1,84,NA,-
1537525377,C8EtxWUzM4x5Vwxld,192.168.2.3,40681,52.216.128.75,80,tcp,NA,NA,NA,NA,SH,NA,NA,0,F,1,40,0,0,NA,-
1537525401,C8xxih3ZfIxCXV9jh8,192.168.2.3,40681,52.216.128.75,80,tcp,NA,NA,NA,NA,SH,NA,NA,0,F,1,40,0,0,NA,-
1537525353,C35Z5W1INStVydTvl2,192.168.2.3,8,192.168.2.1,0,icmp,NA,0.016615,560,560,OTH,NA,NA,0,NA,10,840,10,840,NA,-
1537525354,C11rtG3ydGmEKJVs3k,192.168.2.3,55783,207.171.178.6,123,udp,NA,NA,NA,NA,S0,NA,NA,0,D,1,76,0,0,NA,-
1537525354,CdivMyGw7Q5jUMKR3,192.168.2.3,55470,207.171.178.6,123,udp,NA,0.194881,48,48,SF,NA,NA,0,Dd,1,76,1,76,NA,-
1537525448,C9a4Bx1BhQZemKufm,192.168.2.3,40681,52.216.128.75,80,tcp,NA,NA,NA,NA,SH,NA,NA,0,F,1,40,0,0,NA,-
1537525336,Czun5R7SM9W74MCa3,0.0.0.0,68,255.255.255.255,67,udp,dhcp,59.430869,3000,0,S0,NA,NA,0,D,10,3280,0,0,NA,-
1537525244,CZiAUH3S2ou6rjCtP5,192.168.2.3,36878,52.94.232.206,443,tcp,ssl,8.759049,3669,4865,S3,NA,NA,0,ShADadf,16,4329,14,5437,NA,-
1537525464,CmzASQ1RN3sDoTbfj3,0.0.0.0,68,255.255.255.255,67,udp,dhcp,60.232436,3000,0,S0,NA,NA,0,D,10,3280,0,0,NA,-
1537525644,Ch7U5CdioaDJYh7H4,192.168.2.3,36878,52.94.232.206,443,tcp,NA,0.11292,53,0,RSTR,NA,NA,0,DRr,2,133,1,40,NA,-
1537525644,CSlp6t1VLlOrZ3TsRh,192.168.2.3,6000,192.168.2.1,53,udp,dns,0.013093,46,62,SF,NA,NA,0,Dd,1,74,1,90,NA,-
1537525654,CGYrDP1P93JVStcPf2,192.168.2.3,40649,93.184.216.34,80,tcp,NA,0.239277,0,0,SF,NA,NA,0,ShAFf,4,216,2,112,NA,-
1537525654,COcwEXBHLytfgzwFb,192.168.2.3,40650,93.184.216.34,80,tcp,NA,0.24257,0,0,SF,NA,NA,0,ShAFf,4,216,2,112,NA,-
1537525353,CR99cp2NRMZSb2yUVc,192.168.2.3,34516,52.216.133.59,80,tcp,http,300.493854,146,775,SF,NA,NA,0,ShADadfF,11,606,5,987,NA,-
1537525654,CNPF3D3fFkAcKUbvD1,192.168.2.3,40651,93.184.216.34,80,tcp,NA,0.246877,0,0,SF,NA,NA,0,ShAFf,4,216,2,112,NA,-
1537525654,CuDn984NtnRmXUZPOf,192.168.2.3,60162,192.168.2.1,53,udp,dns,0.011667,43,111,SF,NA,NA,0,Dd,1,71,1,139,NA,-
1537525659,CNrY4EVNj6zHU0OB7,192.168.2.3,34516,52.216.133.59,80,tcp,NA,NA,NA,NA,SH,NA,NA,0,F,1,40,0,0,NA,-
1537525664,Cgpegk34RendDyGQX1,192.168.2.3,36435,72.21.214.79,80,tcp,http,0.238896,135,238,SF,NA,NA,0,ShADafF,4,315,4,406,NA,-
1537525664,CKzoDI1VNZ1Gj2cWQi,192.168.2.3,51205,72.21.214.79,80,tcp,http,0.240237,157,371,SF,NA,NA,0,ShADafF,4,337,4,539,NA,-
1537525665,CYePPd3Mo4eBJdapz8,192.168.2.3,34516,52.216.133.59,80,tcp,NA,NA,NA,NA,SH,NA,NA,0,F,1,40,0,0,NA,-
1537525664,CrCXvK1BaOwTpIMB1b,192.168.2.3,15062,192.168.2.1,53,udp,dns,0.009575,40,56,SF,NA,NA,0,Dd,1,68,1,84,NA,-
1537525676,Cr9qDO1SjmCaZ83aLi,192.168.2.3,34516,52.216.133.59,80,tcp,NA,NA,NA,NA,SH,NA,NA,0,F,1,40,0,0,NA,-
1537525698,C51AmAmaJpfMQhAog,192.168.2.3,34516,52.216.133.59,80,tcp,NA,NA,NA,NA,SH,NA,NA,0,F,1,40,0,0,NA,-
1537525593,CjxRFvhShJRLuHot5,0.0.0.0,68,255.255.255.255,67,udp,dhcp,58.276186,3000,0,S0,NA,NA,0,D,10,3280,0,0,NA,-
1537525654,CShy0K7HIji34FOvj,192.168.2.3,8,192.168.2.1,0,icmp,NA,0.021156,560,560,OTH,NA,NA,0,NA,10,840,10,840,NA,-
1537525654,C6gPR2doSd16MMShb,192.168.2.3,34186,207.171.178.6,123,udp,NA,NA,NA,NA,S0,NA,NA,0,D,1,76,0,0,NA,-
1537525654,CnEkpz3AioLn2lZIk5,192.168.2.3,37951,207.171.178.6,123,udp,NA,NA,NA,NA,S0,NA,NA,0,D,1,76,0,0,NA,-
1537525741,Cu1kBQ1u4LQQ2Uc8Cg,192.168.2.3,34516,52.216.133.59,80,tcp,NA,NA,NA,NA,SH,NA,NA,0,F,1,40,0,0,NA,-
1537525819,CW9G3So6ysUVTmR4d,192.168.2.1,5353,224.0.0.251,5353,udp,dns,0.101131,639,0,S0,NA,NA,0,D,2,695,0,0,NA,-
1537525819,Cwtpuq1cyI61KApxGl,fe80::80e6:50ff:fe12:1464,5353,ff02::fb,5353,udp,dns,0.101212,639,0,S0,NA,NA,0,D,2,735,0,0,NA,-
1537525819,CNsUas4Ek1isnEUv6g,169.254.15.115,5353,224.0.0.251,5353,udp,dns,0.101074,792,0,S0,NA,NA,0,D,2,848,0,0,NA,-
1537525720,Cau7FK7lV7Tq81sN1,0.0.0.0,68,255.255.255.255,67,udp,dhcp,61.13533,3000,0,S0,NA,NA,0,D,10,3280,0,0,NA,-
1537525918,CexkE624JrThECiCJb,192.168.2.1,5353,224.0.0.251,5353,udp,dns,7.005609,804,0,S0,NA,NA,0,D,4,916,0,0,NA,-
1537525918,CkrSzk3sb32mWuaTA8,169.254.15.115,5353,224.0.0.251,5353,udp,dns,7.005607,804,0,S0,NA,NA,0,D,4,916,0,0,NA,-
1537525918,CJaCsm1Lo0y7gDUofa,fe80::80e6:50ff:fe12:1464,5353,ff02::fb,5353,udp,dns,7.005606,804,0,S0,NA,NA,0,D,4,996,0,0,NA,-
1537525644,CHdkFr2IO660T6A6k2,192.168.2.3,54617,54.239.31.37,443,tcp,ssl,8.800505,10217,4865,S3,NA,NA,0,ShADadf,23,11181,20,6121,NA,-
1537525954,C1Zsmji1qYRLmhgHh,192.168.2.3,40652,93.184.216.34,80,tcp,NA,0.260344,0,0,SF,NA,NA,0,ShAFf,4,216,2,112,NA,-
1537525954,CFazIN2cpqjPyAK4ri,192.168.2.3,40653,93.184.216.34,80,tcp,NA,0.241357,0,0,SF,NA,NA,0,ShAFf,4,216,2,112,NA,-
1537525654,CVgrCC232LTdAKOxA5,192.168.2.3,49305,52.216.161.3,80,tcp,http,300.50297,146,775,SF,NA,NA,0,ShADadfF,11,606,5,987,NA,-
1537525954,CqczhoXjy9mVzxOXi,192.168.2.3,40654,93.184.216.34,80,tcp,NA,0.246033,0,0,SF,NA,NA,0,ShAFf,4,216,2,112,NA,-
1537525954,C0r0pa1oQuCkjs1krj,192.168.2.3,1332,192.168.2.1,53,udp,dns,0.021153,43,111,SF,NA,NA,0,Dd,1,71,1,139,NA,-
1537525955,CgWAhD4LQg7XQMMUQ1,192.168.2.3,55146,192.168.2.1,53,udp,dns,0.010439,36,68,SF,NA,NA,0,Dd,1,64,1,96,NA,-
1537525960,C95o254pmhnLX4TI0k,192.168.2.3,49305,52.216.161.3,80,tcp,NA,NA,NA,NA,SH,NA,NA,0,F,1,40,0,0,NA,-
1537525850,C4M4Cl4u8tldRNiPYg,0.0.0.0,68,255.255.255.255,67,udp,dhcp,58.869465,3000,0,S0,NA,NA,0,D,10,3280,0,0,NA,-
1537525966,C1egiiqtFecMck928,192.168.2.3,49305,52.216.161.3,80,tcp,NA,NA,NA,NA,SH,NA,NA,0,F,1,40,0,0,NA,-
1537525977,CsPzp2anOesEqihx1,192.168.2.3,49305,52.216.161.3,80,tcp,NA,NA,NA,NA,SH,NA,NA,0,F,1,40,0,0,NA,-
1537525999,Ca0z3mvmkWKmRb9G8,192.168.2.3,49305,52.216.161.3,80,tcp,NA,NA,NA,NA,SH,NA,NA,0,F,1,40,0,0,NA,-
1537525954,C8AbDkJJcIoStP872,192.168.2.3,8,192.168.2.1,0,icmp,NA,0.015672,560,560,OTH,NA,NA,0,NA,10,840,10,840,NA,-
1537525955,CSbanh2AP9wggDCQM2,192.168.2.3,55840,207.171.178.6,123,udp,NA,0.191154,48,48,SF,NA,NA,0,Dd,1,76,1,76,NA,-
1537525955,Cb5kbvzYbYStOUjb1,192.168.2.3,45915,207.171.178.6,123,udp,NA,0.191421,48,48,SF,NA,NA,0,Dd,1,76,1,76,NA,-
1537526044,Cihh4k1CKDnOshDy93,192.168.2.3,54617,54.239.31.37,443,tcp,NA,0.113245,53,0,RSTR,NA,NA,0,DRr,2,133,1,40,NA,-
1537526044,CyaRTVIqn4VR17Eib,192.168.2.3,49305,52.216.161.3,80,tcp,NA,NA,NA,NA,SH,NA,NA,0,F,1,40,0,0,NA,-
1537526044,C3ntVA4QzooLUjZJU4,192.168.2.3,59594,192.168.2.1,53,udp,dns,0.016309,46,62,SF,NA,NA,0,Dd,1,74,1,90,NA,-
1537525977,CDTkw51IKk1zReHYic,0.0.0.0,68,255.255.255.255,67,udp,dhcp,58.543924,3000,0,S0,NA,NA,0,D,10,3280,0,0,NA,-
1537526044,CuCNyC49SbkJcfw5Xk,192.168.2.3,44663,52.94.229.76,443,tcp,ssl,51.453795,27361,4865,RSTR,NA,NA,0,ShADadfr,36,28845,25,6321,NA,-
1537525864,CiOhnt4fTVhW6PbYIk,192.168.2.3,38721,54.239.27.11,443,tcp,NA,0.121012,241,92,OTH,NA,NA,0,DdA,2,321,1,132,NA,-
1537526105,CR3fZl3ezHQwOicxml,0.0.0.0,68,255.255.255.255,67,udp,dhcp,60.35742,3000,0,S0,NA,NA,0,D,10,3280,0,0,NA,-
1537526255,Clum5g4hEhWuOidpCk,192.168.2.3,40655,93.184.216.34,80,tcp,NA,0.241427,0,0,SF,NA,NA,0,ShAFf,4,216,2,112,NA,-
1537526255,CcT0zj3iMK5TLQPqaa,192.168.2.3,40656,93.184.216.34,80,tcp,NA,0.23896,0,0,SF,NA,NA,0,ShAFf,4,216,2,112,NA,-
1537525955,C8RdTR272SYyMYmMWl,192.168.2.3,32914,52.216.86.83,80,tcp,http,300.450301,146,775,SF,NA,NA,0,ShADadfF,11,606,5,987,NA,-
1537526255,Cks5O82SKudjqi7e7d,192.168.2.3,40657,93.184.216.34,80,tcp,NA,0.239545,0,0,SF,NA,NA,0,ShAFf,4,216,2,112,NA,-
1537526255,CahmENqrU7GXK9uek,192.168.2.3,27017,192.168.2.1,53,udp,dns,0.012289,43,111,SF,NA,NA,0,Dd,1,71,1,139,NA,-
1537526261,CiYlQxQhl60V3VA6b,192.168.2.3,32914,52.216.86.83,80,tcp,NA,NA,NA,NA,SH,NA,NA,0,F,1,40,0,0,NA,-
1537526266,CxfZtZ1MkyclvifKNc,192.168.2.3,32914,52.216.86.83,80,tcp,NA,NA,NA,NA,SH,NA,NA,0,F,1,40,0,0,NA,-
1537526277,CsCCbX1VDIjKDK3yId,192.168.2.3,32914,52.216.86.83,80,tcp,NA,NA,NA,NA,SH,NA,NA,0,F,1,40,0,0,NA,-
1537526300,CIWLNn3nIgRjfEVEV7,192.168.2.3,32914,52.216.86.83,80,tcp,NA,NA,NA,NA,SH,NA,NA,0,F,1,40,0,0,NA,-
1537526255,Ce9jQdHZw3716jgJ8,192.168.2.3,8,192.168.2.1,0,icmp,NA,0.015593,560,560,OTH,NA,NA,0,NA,10,840,10,840,NA,-
1537526255,CdLlDgHjhL6ie6rpb,192.168.2.3,50811,207.171.178.6,123,udp,NA,0.19371,48,48,SF,NA,NA,0,Dd,1,76,1,76,NA,-
1537526255,Cob5nW2cR3N4lGJQXb,192.168.2.3,32847,207.171.178.6,123,udp,NA,0.192879,48,48,SF,NA,NA,0,Dd,1,76,1,76,NA,-
1537526345,CeF6Ex2UVrBzmftu99,192.168.2.3,32914,52.216.86.83,80,tcp,NA,NA,NA,NA,SH,NA,NA,0,F,1,40,0,0,NA,-
1537526344,Cx7fat4W4kfSk31pMl,192.168.2.3,49743,192.168.2.1,53,udp,dns,0.011512,46,62,SF,NA,NA,0,Dd,1,74,1,90,NA,-
1537526234,Cw2Pvt2ihmbajWZW5c,0.0.0.0,68,255.255.255.255,67,udp,dhcp,60.330057,3000,0,S0,NA,NA,0,D,10,3280,0,0,NA,-
1537526423,CZ6j6v3ZHf3WFqqgz5,192.168.2.3,33306,13.32.118.138,443,tcp,ssl,0.185994,717,5321,RSTR,NA,NA,0,ShADadfRr,12,1349,12,5941,NA,-
1537526423,CNnHbv3FnUuv3sqt8c,192.168.2.3,5365,192.168.2.1,53,udp,dns,0.061655,46,110,SF,NA,NA,0,Dd,1,74,1,138,NA,-
1537526363,CYK3fW3mpc37vUlKRd,0.0.0.0,68,255.255.255.255,67,udp,dhcp,60.218339,3000,0,S0,NA,NA,0,D,10,3280,0,0,NA,-
1537526222,COD51S2IHpfmF0E8D9,192.168.2.3,37475,205.251.243.55,443,tcp,NA,0.119112,259,110,OTH,NA,NA,0,DdA,2,339,1,150,NA,-
1537526555,C8m2Vh3lnmUyGlgrZ2,192.168.2.3,40658,93.184.216.34,80,tcp,NA,0.240256,0,0,SF,NA,NA,0,ShAFf,4,216,2,112,NA,-
1537526555,CcbNgQWtaRDZrGoXk,192.168.2.3,40659,93.184.216.34,80,tcp,NA,0.243473,0,0,SF,NA,NA,0,ShAFf,4,216,2,112,NA,-
1537526255,CSNfhbbetjZwzkBAk,192.168.2.3,34434,52.216.232.195,80,tcp,http,300.490965,146,775,SF,NA,NA,0,ShADadfF,11,606,5,987,NA,-
1537526555,CMkJ2s3YPRz1bKMVR7,192.168.2.3,40660,93.184.216.34,80,tcp,NA,0.241452,0,0,SF,NA,NA,0,ShAFf,4,216,2,112,NA,-
1537526555,CC3BYnrHNHC4VVjcb,192.168.2.3,1817,192.168.2.1,53,udp,dns,0.015111,43,111,SF,NA,NA,0,Dd,1,71,1,139,NA,-
1537526561,Cxwb8eIxo5ODKqD21,192.168.2.3,34434,52.216.232.195,80,tcp,NA,NA,NA,NA,SH,NA,NA,0,F,1,40,0,0,NA,-
1537526566,CYPNEI3bwyihdOShdc,192.168.2.3,54924,176.32.98.203,80,tcp,http,0.237609,157,371,SF,NA,NA,0,ShADafF,4,337,4,539,NA,-
1537526567,CVpIU52VLCZn9WmpDd,192.168.2.3,34434,52.216.232.195,80,tcp,NA,NA,NA,NA,SH,NA,NA,0,F,1,40,0,0,NA,-
1537526566,CbTEw43BQvFOgAtl3d,192.168.2.3,30729,192.168.2.1,53,udp,dns,0.010534,40,56,SF,NA,NA,0,Dd,1,68,1,84,NA,-
1537526579,CS8RsJ3upYbsheT5Vf,192.168.2.3,34434,52.216.232.195,80,tcp,NA,NA,NA,NA,SH,NA,NA,0,F,1,40,0,0,NA,-
1537526603,CTXPBb1YfMSUpfdVT6,192.168.2.3,34434,52.216.232.195,80,tcp,NA,NA,NA,NA,SH,NA,NA,0,F,1,40,0,0,NA,-
1537526492,C2sk8W285oUQprrqxh,0.0.0.0,68,255.255.255.255,67,udp,dhcp,58.942291,3000,0,S0,NA,NA,0,D,10,3280,0,0,NA,-
1537526555,Cfmncn3WUMVS6TaO64,192.168.2.3,8,192.168.2.1,0,icmp,NA,0.016489,560,560,OTH,NA,NA,0,NA,10,840,10,840,NA,-
1537526556,CJCm2fXHK1VJQlNg2,192.168.2.3,42425,207.171.178.6,123,udp,NA,0.191363,48,48,SF,NA,NA,0,Dd,1,76,1,76,NA,-
1537526556,CksTVv1xr4UAGyej26,192.168.2.3,52726,207.171.178.6,123,udp,NA,NA,NA,NA,S0,NA,NA,0,D,1,76,0,0,NA,-
1537526344,CyG9dI17WuCRqh2wa,192.168.2.3,53078,54.239.18.122,443,tcp,ssl,8.727236,3669,4865,S3,NA,NA,0,ShADadf,18,4433,16,5961,NA,-
1537526650,C6AvGS3ZMiYdylIrvg,192.168.2.3,34434,52.216.232.195,80,tcp,NA,NA,NA,NA,SH,NA,NA,0,F,1,40,0,0,NA,-
1537526661,C1UbFW3vMMHzUn1Mp1,192.168.2.3,36811,54.239.28.161,443,tcp,ssl,0.704134,894,3694,RSTO,NA,NA,0,ShADadRf,16,1554,14,4262,NA,-
1537526660,C2QWG22aMRiAqH8AU4,192.168.2.3,63776,192.168.2.1,53,udp,dns,0.07036,36,52,SF,NA,NA,0,Dd,1,64,1,80,NA,-
1537526423,CTfVbO2hqFf4bF2ml3,192.168.2.3,42408,13.32.118.138,443,tcp,ssl,300.961256,707,3688773,RSTR,NA,NA,0,ShADadtfRr,1544,86127,2636,3835697,NA,-
1537526619,CtAgxs4Z7OR7ZO8qGk,0.0.0.0,68,255.255.255.255,67,udp,dhcp,60.311194,3000,0,S0,NA,NA,0,D,10,3280,0,0,NA,-
1537526744,CwBct91YvT8birc4Tl,192.168.2.3,53078,54.239.18.122,443,tcp,NA,0.161145,53,0,RSTR,NA,NA,0,DRr,2,133,1,40,NA,-
1537526744,CmeOc03iIWVCGmtLy,192.168.2.3,53566,192.168.2.1,53,udp,dns,0.090451,46,62,SF,NA,NA,0,Dd,1,74,1,90,NA,-
1537526744,CbYlOP2IgCGv6wJ7N1,192.168.2.3,34655,52.46.156.47,443,tcp,ssl,37.194441,10441,4865,RSTR,NA,NA,0,ShADadfr,22,11365,21,6161,NA,-
1537526812,CWFe0r4pVKPvB03ld5,192.168.2.1,5353,224.0.0.251,5353,udp,dns,7.00092,804,0,S0,NA,NA,0,D,4,916,0,0,NA,-
1537526812,CWxUzkOhL7cYUw2zg,169.254.15.115,5353,224.0.0.251,5353,udp,dns,7.000914,804,0,S0,NA,NA,0,D,4,916,0,0,NA,-
1537526812,CLgkMK3nwB3sdkIAyf,fe80::80e6:50ff:fe12:1464,5353,ff02::fb,5353,udp,dns,7.000913,804,0,S0,NA,NA,0,D,4,996,0,0,NA,-
